structure,tense
"DT,NN,VBZ,VBN,CD,NNS,IN,DT,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,JJ,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,JJ,NN,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,JJ,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,NN,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,NN,RB",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,NNS,IN,PRP$,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,RB,JJ,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,DT,VBG,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,IN,JJ,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,JJ,DT,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,JJ,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,NN,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,NNS,NNS,IN,DT,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,PRP$,JJ,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,PRP$,JJ,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,PRP$,NN,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,PRP$,NNS",PRESENT_PERFECT
"DT,NN,VBZ,VBN,PRP$,NNS,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,VBG,NN",PRESENT_PERFECT
"DT,NN,VBZ,VBN,VBG,NNS",PRESENT_PERFECT
"DT,NNS,VBP,VBN,DT,NN,IN,NN",PRESENT_PERFECT
"DT,NNS,VBP,VBN,PRP$,NNS",PRESENT_PERFECT
"DT,NNS,VBP,VBN,RB,RB,IN,DT,NN",PRESENT_PERFECT
"NNP,VBZ,RB,VBN,IN,DT,NN",PRESENT_PERFECT
"NNP,VBZ,VBN,JJ,NNS,IN,PRP$,NN",PRESENT_PERFECT
"PRP,VBP,RB,VBN,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN,IN,DT,NNS",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN,IN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN,IN,PRP$,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NN,TO,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NNP,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,JJ,NNS,IN,NNS",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,IN,PRP$,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,NN,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,NNS",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NN,RB",PRESENT_PERFECT
"PRP,VBP,VBN,DT,NNP,NN,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,VBG,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,VBG,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,VBG,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,DT,VBG,NNP,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,JJ,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,JJ,NNS,POS,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,NN,IN,CD,NNS",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,NN,NN,TO,DT,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,NNS,POS,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,DT,VBG,NN,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,IN,NN,IN",PRESENT_PERFECT
"PRP,VBP,VBN,JJ,NNS,IN,PRP$,NN",PRESENT_PERFECT
"PRP,VBP,VBN,NN,TO,DT,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,NNS,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,NNS,TO,DT,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,PDT,DT,JJ,NNS,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,PDT,DT,NNS,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,PRP$,NN",PRESENT_PERFECT
"PRP,VBP,VBN,PRP$,NN,IN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,PRP$,NN,NN",PRESENT_PERFECT
"PRP,VBP,VBN,PRP$,NNS",PRESENT_PERFECT
"PRP,VBP,VBN,PRP$,NNS,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,TO,DT,NN,IN,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,TO,VB,DT,NN",PRESENT_PERFECT
"PRP,VBP,VBN,VBG,DT,JJ",PRESENT_PERFECT
"PRP,VBP,VBN,VBG,DT,JJ,NN",PRESENT_PERFECT
"PRP,VBP,VBN,VBG,DT,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,JJ,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,NN,IN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,NN,IN,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,NN,IN,PRP$,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,NN,JJ,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJ,NN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJR,JJ",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJR,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,JJS,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,NN,IN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,NN,IN,PRP$,NN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,NN,IN,PRP$,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,NN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,NN,NN,IN,DT,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,NN,NN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,RBR,JJ,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,DT,VBN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,IN,DT,JJ,NN,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,IN,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,NNP,JJ,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,PRP$,JJ,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,PRP$,JJ,NN,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,PRP$,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,PRP,TO,VB",PRESENT_PERFECT
"PRP,VBZ,VBN,RB,DT,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,TO,DT,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,TO,JJ,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,TO,VB,DT,NN",PRESENT_PERFECT
"PRP,VBZ,VBN,TO,VB,DT,NNS",PRESENT_PERFECT
"PRP,VBZ,VBN,TO,VB,JJ,RB",PRESENT_PERFECT
"DT,NN,NNS,VBP,VBN,VBG,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,NNS,VBP,VBN,VBG,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,NNS,VBP,VBN,VBG,DT,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBP,VBN,VBG,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,JJ,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,JJ,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,JJ,NN,IN,NN,POS,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,JJ,NN,IN,PRP",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,IN,DT,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,IN,PRP$,NNS,TO,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,NN,NN,IN,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,NN,NN,TO,VB,CC,VB,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,NN,TO,DT,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,PRP$,NNS,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,DT,VBG,NN,IN,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,IN,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,JJ",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,DT,NN,RB",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NN,CC,RB,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NN,NN,CC,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NN,TO,VB,PRP$,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NNS,IN,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,JJ,NNS,TO,VB,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,NN,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,IN,NN,NN,TO,VB,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,IN,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,IN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,IN,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,IN,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,TO,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,TO,VB,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,TO,VB,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,NNS,TO,VB,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NN,RB",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,IN,DT,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,IN,NN,CC,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,IN,PRP$,NNS,IN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,RB",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,TO,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,TO,VB,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,TO,VB,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,TO,VB,PRP$,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,JJ,NNS,TO,VB,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NN,NN,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NN,NN,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NN,NNS,TO,VB,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NN,TO,VB,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NNS,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NNS,IN,DT,JJ,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NNS,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NNS,IN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,NNS,TO,VB,NN,NN,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,PRP$,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,PRP$,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,PRP$,NN,RB",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,PRP$,NNS,RB",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,RB",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,RB,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,RB,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,RB,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,RB,IN,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,RB,VBG,NNS,TO,VB,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,TO,NNS,WDT,VBP,JJ,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,TO,VB,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,TO,VB,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,VBG,TO,VB,NN,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,VBZ,VBN,VBG,VBG,TO,VB,VBG,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,IN,NNS,RB",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NN,RB",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,NNS,IN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,DT,RBR,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,JJ,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,NN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,NN,IN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,DT,NN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,JJ,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,NN,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,NN,NNS,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,PRP$,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,PRP$,NNS,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,IN,PRP$,NNS,RB",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NN,NNS,IN,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NNS,IN,DT,JJ",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NNS,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NNS,RB",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,JJ,NNS,TO,VB,PRP$,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NN,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NN,IN,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,IN,DT,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,IN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,IN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,TO,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,TO,VB,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,NNS,TO,VB,PRP$,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,PRP$,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,PRP$,NN,RB",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,RB,IN,DT,JJ,NN,NN",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,RB,IN,DT,JJ,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,RB,IN,NN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NNS,VBP,VBN,VBG,RB,TO,VB,DT,NNS",PRESENT_PERFECT_CONTINUES
"NNP,CC,NNP,VBP,VBN,VBG,IN,CD,NNS",PRESENT_PERFECT_CONTINUES
"NNP,CC,NNP,VBP,VBN,VBG,IN,DT,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,DT,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,DT,NN,NN,NN,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,DT,JJ,NN,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,DT,NN,IN,VBN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,JJ,NN,NNS,IN,PRP$,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,JJ,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,NN,JJ,NNS,TO,VB,JJ,NN,IN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,NN,NN,CC,NN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,NN,NN,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,NN,NNS,IN,JJ,NNS,CC,NN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,NN,NNS,TO,VB,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,NNS,WDT,VBP,NNS,JJ,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,IN,PRP$,NN,DT,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NN,NNS,IN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NN,NNS,TO,JJ,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS,IN,JJ,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS,IN,JJ,NN,NNS",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS,IN,PRP$,JJ,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,JJ,NNS,JJ,IN,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,NN,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,NN,NNS,IN,PRP$,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,NN,RB",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"NNP,VBZ,VBN,VBG,NNS,IN,JJ,JJ,NN,CC,NN",PRESENT_PERFECT_CONTINUES
